0,ID_REF,GSM83897,GSM85205,GSM85206,GSM85207,GSM85208,GSM85209,GSM85210,GeneID,Chromosome,Start,End
2149,204200_s_at,346,514.8,266.9,855.5,357.9,377.9,440.4,PDGFB,22,39223359,39244751
2150,204201_s_at,148.4,255.6,124,106.7,130.6,389.4,195.7,PTPN13,4,86594315,86815171
2151,204203_at,20.7,86,30.6,56.8,83.7,36.6,45.1,CEBPG,19,33373330,33382686
2152,204204_at,1583.3,932.7,1789.6,1014.3,2029.3,2296.8,1303.1,SLC31A2,9,113150942,113164137
2153,204205_at,680.4,717.6,637,555.3,471.8,298.6,448.6,APOBEC3G,22,39077005,39087743
2154,204206_at,657.5,519.6,702.3,78.6,484.7,528.7,580,MNT,17,2384060,2401118
2155,204207_s_at,336.7,442.8,443.7,802.5,430.2,367.8,487.2,RNGTT,6,88610272,88963721
2156,204209_at,621.6,575.8,611.5,675,588.3,417.5,571.5,PCYT1A,3,196214222,196287957
2157,204211_x_at,621.7,646.8,392,547.7,893.9,538.8,849.1,EIF2AK2,2,37099210,37157065
2158,204212_at,644,803.2,751.1,530.8,497.7,988.3,1129.7,ACOT8,20,45841721,45857406
2159,204213_at,600.9,759.8,674.5,669.6,818.7,320.8,751.7,PIGR,1,206928518,206946466
2160,204214_s_at,827.5,1003,1533.6,564.3,905.2,94.4,799.7,RAB32,6,146543693,146554965
2161,204219_s_at,1580.3,1185.4,2388.6,1339.6,1624.2,2421.7,1595.2,PSMC1,14,90256495,90275429
2162,204220_at,3764.9,2476.7,4825.4,2472.2,2724.1,2740.6,2118.6,GMFG,19,39328353,39342372
2163,204222_s_at,1192.1,1231.4,1590.3,934.1,1271.5,1190,540.9,GLIPR1,12,75480680,75503853
2164,204224_s_at,362.5,425.5,447.2,327.3,28.5,167.9,371.9,GCH1,14,54842008,54902852
2165,204225_at,597.6,490.5,711.8,121.1,529.5,526.4,414,HDAC4,2,239048168,239401654
2166,204226_at,322.7,517.4,489.7,665.6,509.4,419,725.9,STAU2,8,73420369,73747708
2167,204228_at,308.4,281.1,250.7,466.3,127.6,297.9,558,PPIH,1,42658425,42676758
2168,204230_s_at,462.5,526.2,403.7,663.6,624.6,576.2,179.6,SLC17A7,19,49429401,49442360
2169,204231_s_at,83.3,101.9,58.5,142,130.5,176.7,68.8,FAAH,1,46394265,46413848
2170,204232_at,5312.9,4240.1,3084.4,2005.6,2286.2,7345.3,2717.3,FCER1G,1,161215234,161220699
2171,204233_s_at,77.2,49,33.9,47,54.6,50,32.2,CHKA,11,68052859,68121444
2172,204234_s_at,174.7,149.8,162.8,44.8,229,237.6,252,ZNF195,11,3339261,3379222
2173,204239_s_at,100.2,93.2,43.2,154.8,55.9,231.7,451.4,NNAT,20,37521206,37523693
2174,204241_at,181.6,263.5,41.1,134.7,135.2,60.4,125.3,ACOX3,4,8366282,8440723
2175,204243_at,298.3,287.8,328.1,234.3,332.1,626.7,634.6,RLF,1,40161373,40240921
2176,204244_s_at,30.2,109.9,112.9,14.7,73.8,41,136.2,DBF4,7,87876216,87909541
2177,204245_s_at,508.7,446.7,452.4,491.6,544.2,413.2,500.4,RPP14,3,58306247,58324695
2178,204246_s_at,796.1,1106,1268.3,740.4,1092.8,796,868.3,DCTN3,9,34613545,34620523
2179,204247_s_at,89.8,45.8,89.2,61.7,85.3,129,96.8,CDK5,7,151053812,151058530
2180,204249_s_at,1440.6,1268.1,1213.6,944.1,1341.4,1049.5,1101,LMO2,11,33858576,33892289
2181,204252_at,305,473,404.2,879.3,669.3,580.6,483.3,CDK2,12,55966769,55972784
2182,204254_s_at,696.4,521.4,515.7,256.4,431.2,457.7,348.5,VDR,12,47841537,47943048
2183,204257_at,1627.8,1609.5,1402.7,2252,2119.4,2431.3,1978.2,FADS3,11,61873519,61892051
2184,204258_at,1369.7,720,1000.4,615,675,528.3,599.8,CHD1,5,98853985,98928957
2185,204259_at,72.5,469.5,322.9,460.8,115,101.1,470.6,MMP7,11,102520508,102530753
2186,204260_at,46.5,43.4,130.9,111.6,82.3,91.1,142.9,CHGB,20,5911430,5925361
2187,204261_s_at,96.3,147.1,342.7,185.6,264.7,97.3,243.5,PSEN2,1,226870184,226896105
2188,204264_at,260.9,66.1,132.5,92.2,220.3,84,247.6,CPT2,1,53196429,53214197
2189,204265_s_at,7055.1,3876.9,4596.8,4388.4,4565.8,5041.2,4716.7,GPSM3,CHR_HSCHR6_MHC_MANN_CTG1,32230151,32234908
2190,204268_at,716.9,684.3,483.3,910.1,687.1,949.2,968.9,S100A2,1,153561108,153567890
2191,204269_at,1401.9,1591.2,963.3,1919.8,1505.1,1313.7,1349,PIM2,X,48913182,48919024
2192,204271_s_at,262.9,348.6,175.3,407.3,133.8,27.2,225.6,EDNRB,13,77895481,77975529
2193,204272_at,547.8,461.6,661,662.2,734.3,1042.5,948.4,LGALS4,19,38801671,38813364
2194,204274_at,221.2,62.1,60.7,103.7,72.9,37.6,53.5,EBAG9,8,109539711,109565996
2195,204275_at,134.1,289.9,111.3,174.4,122.9,283.8,190.6,CAPN15,16,527717,554636
2196,204276_at,44.5,145.5,64.8,57.9,214.1,242.4,156.7,TK2,16,66508003,66552544
2197,204279_at,2667.1,3628.9,3210,2992.1,3288.4,3330.1,2398.9,PSMB9,CHR_HSCHR6_MHC_SSTO_CTG1,32934853,32970271
2198,204283_at,209.3,259.3,225.4,182.5,109.4,265.2,270.8,FARS2,6,5261044,5829192
2199,204284_at,42.6,249.1,146.3,407.4,192.9,209.9,161.9,PPP1R3C,10,91628442,91633054
2200,204286_s_at,121.4,37.2,244,148.6,146.2,193.5,88.4,PMAIP1,18,59899948,59904306
2201,204287_at,804,740.6,694.3,1783.9,875,1595.3,918.7,SYNGR1,22,39349925,39385588
2202,204294_at,755.9,1052.7,896.2,1485.4,872.5,1167.2,1543.4,AMT,3,49416775,49422753
2203,204295_at,1492.7,1149.1,1320.5,428,860,307,616,SURF1,9,133351755,133356676
2204,204296_at,76.7,67.2,45,210.2,41.1,24.7,113.5,SLC4A5,2,74216242,74343414
2205,204297_at,325.6,144.4,231,218.9,129.4,148.3,158.8,PIK3C3,18,41955206,42087830
2206,204299_at,118.9,178.3,47.2,10,117.5,56.4,153.4,SRSF10,1,23964804,23980927
2207,204300_at,258.3,29.9,36.6,116.5,154.1,114.8,126.4,GATB,4,151670504,151761023
2208,204304_s_at,79.8,187.7,119.9,33.3,212.5,346.1,97.7,PROM1,4,15963076,16084378
2209,204306_s_at,190.6,123.4,266.9,209.1,200.5,254.7,304.1,CD151,11,832843,839831
2210,204309_at,216.8,280.8,271.4,456.3,273.1,156.6,358.6,CYP11A1,15,74337759,74367740
2211,204310_s_at,187.4,159.7,169.8,46.1,52,63.6,278.6,NPR2,9,35792154,35809732
2212,204311_at,376.9,361.2,438.7,171.3,812.2,559.8,645.6,ATP1B2,17,7646627,7657768
2213,204313_s_at,792.7,621.6,729.1,535.6,774.1,536.3,508,CREB1,2,207529737,207603431
2214,204319_s_at,3999.3,1681,1730.1,3147.7,5180.8,5191.1,3477.6,RGS10,10,119499828,119542708
2215,204321_at,269.2,315.3,301.9,443.3,331.5,374.5,300.4,NEO1,15,73051710,73305206
2216,204326_x_at,225.9,720.4,494.8,334.7,360.9,77.7,574.9,MT1X,16,56682424,56684196
2217,204327_s_at,364.1,584.3,514.1,422.7,351.2,730.9,815.7,ZNF202,11,123724177,123741675
2218,204328_at,1094.1,990.3,804.7,1059.6,648.9,803.2,1329.6,TMC6,17,78110458,78132407
2219,204331_s_at,379.1,437.9,512.9,246.8,496.3,528.3,363.2,MRPS12,19,38930548,38933162
2220,204333_s_at,10,22,122.8,14.7,92.3,27.4,198.6,AGA,4,177430770,177442503
2221,204334_at,1396,811.6,1065.1,1795.7,1645.7,1139,1122.5,KLF7,2,207074137,207167267
2222,204336_s_at,2578.2,1509.1,1492.3,1913.5,1161,2692.9,1053.4,RGS19,20,64073181,64079988
2223,204337_at,16.6,22.8,64,64.9,61.5,27.2,105.8,RGS4,1,163068775,163076802
2224,204340_at,39.1,103.8,25.8,29.6,31.8,99.3,68.9,TMEM187,X,153972327,153983195
2225,204341_at,627,599.7,435.7,766.1,601.7,743.9,682,TRIM16,17,15627960,15684311
2226,204343_at,178.7,178,119.1,390.5,335.3,192.5,129.5,ABCA3,16,2275881,2340746
2227,204344_s_at,34.3,32.5,28,51.6,38.6,60.3,64.1,SEC23A,14,39031919,39109646
2228,204345_at,105.7,53.7,29.2,242.4,82.9,249.3,160.1,COL16A1,1,31652247,31704319
2229,204346_s_at,141.7,371.7,369.6,609.2,187.8,206,152.7,RASSF1,3,50329782,50340980
2230,204348_s_at,399.4,525.5,507.8,821.3,372.3,381.6,962.8,AK4,1,65147549,65232145
2231,204350_s_at,702.3,342.5,266.4,505.1,609.1,301.8,491.2,MED7,5,157137412,157159019
2232,204351_at,857.8,9206.9,11786.8,4689.2,2330.5,6006,4816,S100P,4,6693069,6697170
2233,204352_at,133,200.6,50.6,16,51.2,28.4,218,TRAF5,1,211326615,211374946
2234,204359_at,196.1,264.3,211.9,244,94.6,200.1,243.5,LOC100506718,,,
2235,204360_s_at,698.2,452.2,548.3,1088.3,733,746.1,850.2,NAGLU,17,42536172,42544449
2236,204362_at,1096.9,1025.5,2170.5,637.7,1165.1,1547.4,954.8,SKAP2,7,26667062,26995239
2237,204363_at,31.3,36.5,38.7,67.3,64.8,65.5,46.6,F3,1,94529225,94541800
2238,204367_at,441.5,433.6,470.2,328.4,553,299.9,269.2,SP2,17,47896150,47928957
2239,204368_at,181,354.9,464.1,282.6,82,302.4,472.9,SLCO2A1,3,133928145,134052184
2240,204369_at,419.1,356.7,392.4,287.1,304,451.7,292.1,PIK3CA,3,179148114,179240093
2241,204370_at,885.1,1164.2,879.3,837.1,842.5,852,1062.1,CLP1,11,57648992,57661868
2242,204372_s_at,309.9,608.1,413.4,385.4,305,150,411.9,KHSRP,19,6413348,6424794
2243,204374_s_at,76.9,52.5,77.8,96.6,87.6,67.4,140.8,GALK1,17,75751594,75765711
2244,204378_at,329.2,405.2,507.1,625.2,557.9,551,691.7,BCAS1,20,53936777,54070594
2245,204379_s_at,45.4,39.3,46.4,885.1,68.3,66.6,53.1,FGFR3,4,1793293,1808872
2246,204381_at,160.6,236.1,171.6,201.1,464,418.9,524.5,LRP3,19,33177603,33208867
2247,204385_at,598.6,1475.3,1238.8,1746.3,1493.1,1097.4,1937.8,KYNU,2,142877498,143055832
2248,204388_s_at,26.8,25.4,38.3,16.2,77.1,30.1,45.4,MAOA,X,43654907,43746824
2249,204390_at,30.9,29.2,29.3,33.5,46.5,49.5,45.2,,,,
2250,204392_at,472.4,730.3,529.9,741.5,648.3,923,704.8,CAMK1,3,9757342,9769992
2251,204393_s_at,203.2,88,245.1,68.3,416.9,227.3,562.9,ACPP,3,132317367,132368298
2252,204394_at,504.6,559.9,372.8,939.4,448.2,431.6,749.9,SLC43A1,11,57484534,57515786
2253,204396_s_at,312.6,287.4,244.4,120.3,255.9,125.3,245.7,GRK5,10,119207589,119459742
2254,204398_s_at,785.9,906.1,529.9,1171.2,934.9,976.6,960,EML2,19,45606994,45645629
2255,204400_at,83.6,408.5,318.7,466.8,295.8,352.3,150.6,EFS,14,23356402,23365752
2256,204401_at,118.7,317,53.9,141.7,59,49.3,298.7,KCNN4,19,43766533,43781261
2257,204404_at,396.6,695.9,650.6,513.3,456,408.4,955.4,SLC12A2,5,128083766,128189688
2258,204407_at,12.7,80.3,67.8,76.8,72,119.6,164.3,TTF2,1,117060303,117107453
2259,204408_at,286.4,97.5,316.6,189.8,285.8,588.1,329.4,APEX2,X,55000357,55009057
2260,204409_s_at,82.1,208.2,68.1,188.4,584.4,596.6,427.8,EIF1AY,Y,20575725,20593154
2261,204413_at,293.8,120.2,45.6,166.9,125.4,169.8,350.1,TRAF2,9,136881912,136926607
2262,204415_at,365.1,366.2,406.3,217.6,602.4,426.2,300.3,IFI6,1,27666061,27672218
2263,204417_at,342.4,475.5,388.3,305.5,348,410.5,313.5,GALC,14,87837820,87993665
2264,204418_x_at,965,1157.9,895.1,1281.3,1023.5,405.5,918.4,GSTM2,1,109668022,109709551
2265,204419_x_at,22291.7,54464.3,49372.2,63783.1,85779,93870.7,66753.8,HBG1,11,5248079,5249859
2266,204420_at,71.9,61,82.7,118.9,93.9,252.9,28.1,FOSL1,11,65892049,65900573
2267,204422_s_at,11.7,15.1,13.8,11.7,11,18,30.7,FGF2,4,122826708,122898236
2268,204423_at,232.6,304.8,296.4,367,279.5,269.3,246.3,MKLN1,7,131110096,131496636
2269,204424_s_at,126.6,303.5,124.3,329.6,595.5,300.2,140,LMO3,12,16548373,16610594
2270,204425_at,1157.5,746.3,827.5,801.7,1075.1,281.1,134.3,ARHGAP4,X,153907367,153934999
2271,204427_s_at,45.8,42.2,42.6,262.4,55.4,40.8,46.6,TMED2,12,123584531,123598577
2272,204428_s_at,28.2,26.5,25,37.4,57.8,37.9,70.1,LCAT,16,67939750,67944131
2273,204429_s_at,533.3,966.9,855,1152.9,1064,853.7,1156.1,SLC2A5,1,9035107,9088478
2274,204432_at,197.4,241.4,332.1,293.4,162.5,347.6,326.7,SOX12,20,325595,330224
2275,204434_at,475.7,511,521,646.8,376.7,496.6,371.6,SPATA2,20,49903391,49915508
2276,204437_s_at,593.8,650.8,420.5,664.9,475.7,743.6,767.4,FOLR1,11,72189558,72196323
2277,204438_at,173.2,273.1,262.7,525.7,142.3,342.1,58,MRC1,10,17809344,17911170
2278,204439_at,34.9,149.3,146.4,59,33.8,81.7,27.8,IFI44L,1,78619922,78646145
2279,204440_at,987.8,1243.5,932.6,1445.9,1127.4,1167.8,1180.3,CD83,6,14117256,14136918
2280,204441_s_at,109.4,53.5,85.8,92.1,88.2,75.7,36.3,POLA2,11,65261762,65305589
2281,204443_at,435.9,420.1,671.1,695.2,297.7,386.2,400.9,ARSA,22,50622754,50628173
2282,204444_at,21.6,127.8,115.4,85.2,27.3,20.8,25.4,KIF11,10,92593286,92655395
2283,204446_s_at,4132.9,3622.3,3700.4,2953.7,4144.4,3879.6,2011.7,ALOX5,10,45374176,45446119
2284,204449_at,83.4,31.9,170.2,311.7,227.8,141.1,159.6,PDCL,9,122798389,122828631
2285,204450_x_at,86,35.3,26.6,29.8,56.1,57,35.7,APOA1,11,116835751,116837950
2286,204451_at,21.6,177.1,155.3,203.3,73.5,102.1,120.7,FZD1,7,91264364,91271326
2287,204453_at,206.3,82.6,38.7,332.4,20.6,18.4,30,ZNF84,12,133037292,133063304
2288,204454_at,700.9,848.6,782.1,1175.8,540.4,600.5,701.9,LDOC1,X,141175745,141177125
2289,204455_at,199.7,255.2,135.1,49.8,259.2,282.7,306.2,DST,6,56457987,56954628
2290,204457_s_at,14.9,25.4,28,47.7,14.9,21,36.5,GAS1,9,86944363,86947189
2291,204458_at,119.2,251.5,228.5,471.4,309.3,402.7,293.8,PLA2G15,16,68245304,68261062
2292,204459_at,67,205,185.1,99,176.2,46.5,257.4,CSTF2,X,100820359,100840932
2293,204460_s_at,110.3,123.6,166.4,80.4,117.4,249.1,142.4,RAD1,5,34905264,34918989
2294,204462_s_at,412.9,679.2,884.1,876.9,154.7,634.6,935,SLC16A2,X,74421461,74533917
2295,204464_s_at,33.3,63.4,176.9,329,180.2,156.7,163.4,EDNRA,4,147480917,147544954
2296,204465_s_at,507.6,519.5,594.3,387.1,500.4,494.1,770.9,INA,10,103277163,103290351
2297,204466_s_at,8541.5,6030.7,6788.2,21899.8,37799.8,29551.6,14271.6,SNCA,4,89724099,89838315
2298,204468_s_at,16,15.4,12,21.3,18.4,31.4,50.3,TIE1,1,43300993,43323108
2299,204469_at,143.3,109.9,110.4,61.5,155.5,129.1,173.7,PTPRZ1,7,121873089,122062036
2300,204470_at,1161,613.3,942.6,866,680.9,1149.3,894.7,CXCL1,4,73869393,73871242
2301,204472_at,237.4,309.8,269.5,216.7,368.5,258.8,333.7,GEM,8,94249253,94262350
2302,204475_at,17,69.3,24.9,117,74.1,166.6,22.7,MMP1,11,102789920,102798160
2303,204476_s_at,41.1,88.9,64.6,118.2,80.9,59.2,72.3,PC,11,66848233,66958376
2304,204478_s_at,405.2,519.7,696.3,518.4,765.2,713.2,863.8,RABIF,1,202878957,202889135
2305,204479_at,717.1,1036.5,1316.7,495.3,946.3,719.6,644.6,OSTF1,9,75088543,75147265
2306,204481_at,99.4,173.6,162.2,140.2,151.1,74.6,70.2,BRPF1,3,9731729,9748018
2307,204482_at,676.2,678.7,558.6,730.9,685.9,958.9,626.2,CLDN5,22,19523024,19527545
2308,204483_at,237.4,52.9,59.1,90.9,285.5,211.8,194.1,ENO3,17,4948092,4957131
2309,204484_at,183.1,171.9,156,407.4,262.6,199.4,203.5,PIK3C2B,1,204422628,204494724
2310,204485_s_at,123.7,124.4,161,189.3,64.6,23.8,155.5,TOM1L1,17,54899387,54961956
2311,204487_s_at,128.8,28.3,177.9,30.9,27.2,44.1,28.8,KCNQ1,11,2444684,2849110
2312,204490_s_at,809.8,983.5,658.3,1240.8,391.7,449.3,800,CD44,11,35138870,35232402
2313,204493_at,593.8,455.9,401.1,443.2,381.8,307.5,419.5,BID,22,17734138,17774770
2314,204496_at,133.6,112.1,124.5,159.5,20.3,73.1,159.3,STRN3,14,30893799,31026401
2315,204497_at,15.7,61.2,23.6,68.2,25.8,15.6,19.9,ADCY9,16,3953387,4116185
2316,204503_at,412,159.9,117.9,414.8,665.7,157.6,492.4,EVPL,17,76004502,76027452
2317,204504_s_at,84.5,46.6,95.8,63.2,48.9,88.1,93.4,HIRIP3,16,29992321,29996436
2318,204505_s_at,5783.4,4595.1,1462.9,11536.8,10442.1,8550,8288.5,DMTN,8,22048995,22082527
2319,204506_at,721.9,794.8,544.1,1131.6,652,1246,377.9,PPP3R1,2,68178857,68256237
2320,204510_at,140.3,310.4,391,362.8,145.5,342.7,434.7,CDC7,1,91500893,91525764
2321,204512_at,230.6,52.1,123.1,203.6,187.6,389.5,288.9,HIVEP1,6,12008762,12164999
2322,204514_at,77.4,118.6,106.9,172.9,65.8,216.7,156.3,DPH2,1,43970000,43973369
2323,204515_at,30.4,13.8,141.7,190.4,41.3,182.8,35.4,HSD3B1,1,119507198,119515054
2324,204516_at,984.5,947.6,781.3,609.3,994,881.9,605.6,ATXN7,3,63898399,64003453
2325,204517_at,107.3,107.6,58.2,370.6,151.3,69.8,150.4,PPIC,5,123023250,123036741
2326,204519_s_at,505.8,528.9,367.7,793.6,383.8,522.2,484.8,PLLP,16,57248547,57284687
2327,204523_at,130.9,197.7,159.5,329.8,34.7,83.5,157.5,ZNF140,12,133079838,133107544
2328,204527_at,108.6,269.2,425.6,522.3,497,426.8,409.6,MYO5A,15,52307283,52529050
2329,204531_s_at,278.3,37.6,18.4,68.2,109.6,206.1,148.5,BRCA1,17,43044295,43170245
2330,204533_at,379.3,514.1,314,329.9,392.4,632.6,517.6,CXCL10,4,76021117,76023497
2331,204534_at,163.6,281,354,449.7,83.5,580.1,284,SEBOX,17,28364268,28365244
2332,204537_s_at,279.6,171.7,375.7,375.9,163.2,46,243.3,GABRE,X,151953124,151974680
2333,204540_at,173.4,321.8,339.5,315.5,322.2,698,364.2,EEF1A2,20,63488012,63499322
2334,204541_at,414.1,566.3,357.3,183.4,518.9,585.4,425.1,SEC14L2,22,30396857,30425317
2335,204542_at,1038.1,525.9,913.4,273.9,636.2,357.9,708.5,ST6GALNAC2,17,76565379,76586956
2336,204543_at,401.3,495.3,333,156.3,964.8,734.6,122.9,RAPGEF1,9,131576770,131740074
2337,204544_at,143,326.6,209.4,156.9,244.2,161.1,250.8,HPS5,11,18278668,18322198
2338,204547_at,49,122,76.4,175.9,41.2,12.6,95,RAB40B,17,82654973,82698728
2339,204548_at,37.7,53.2,38.6,69.8,215.9,40.3,41.8,STAR,8,38143649,38151265
2340,204550_x_at,469,424.1,407.4,276,570.4,407,605.3,GSTM1,1,109687814,109709039
2341,204551_s_at,152.2,51.8,269.5,72.3,86.5,176.9,282.9,AHSG,3,186612923,186621318
2342,204552_at,226.3,229.3,227.5,60.2,17.5,138.3,246.3,INPP4A,2,98444854,98594390
2343,204554_at,314.7,348.1,453.5,322,409.5,390.7,256.9,PPP1R3D,20,59936668,59940297
2344,204558_at,131.8,76.8,114.5,86.6,117.7,194.8,197.8,RAD54L,1,46247688,46278473
2345,204559_s_at,361.9,308.6,385,135,51.5,58.6,323,LSM7,19,2321517,2328620
2346,204560_at,31.5,16.5,16.4,30.4,24.7,27,32,FKBP5,6,35573585,35728583
2347,204561_x_at,149.5,74.5,166.4,125.7,182.4,56.5,116.9,APOC4-APOC2,19,44942238,44949565
2348,204563_at,15644,9731,8699.2,8914.2,14264.7,12454.6,7134.5,SELL,1,169690667,169711698
2349,204566_at,568.3,602,520.3,459.9,300.8,538.5,426.1,PPM1D,17,60600183,60666280
2350,204567_s_at,361.6,384.6,442.5,446.6,622.1,369.8,299.9,ABCG1,21,42199689,42297244
2351,204570_at,37,24.2,34,43,39,51.6,53.5,COX7A1,19,36150922,36152869
2352,204573_at,337.5,464.5,633,405.2,525.8,631.7,636.3,CROT,7,87345681,87399795
2353,204575_s_at,304.7,76.3,363.4,155.1,67.7,166.8,101.8,MMP19,12,55835433,55842966
2354,204579_at,228.6,131,230.8,258.2,176.7,136.5,104.4,FGFR4,5,177086886,177098144
2355,204580_at,304.9,292,279.2,361.5,431.3,449.3,467.7,MMP12,11,102862736,102875034
2356,204582_s_at,78.2,48.6,51.9,86.2,51.3,89,94.6,KLK3,19,50854915,50860764
2357,204584_at,355.5,637,304,182.6,570.3,839.3,479.3,L1CAM,X,153861514,153886174
2358,204586_at,89.3,48.1,51.9,77.2,66.4,101.1,113.4,BSN,3,49554489,49671545
2359,204587_at,336.5,109.4,171.8,205.1,281.9,344.8,451.8,SLC25A14,X,130339888,130373361
2360,204588_s_at,2050.8,1239.5,1209.1,416.2,922,1345.6,439.8,SLC7A7,14,22773222,22829820
2361,204590_x_at,167.9,298.3,211.6,354.2,164.2,72.4,577.8,VPS33A,12,122229564,122266521
2362,204591_at,30.3,41.5,125.3,28.1,22.2,34,167.3,CHL1,3,196596,409417
2363,204592_at,230.6,39.3,99.3,47.1,87.5,88.7,61,DLG4,17,7187169,7219841
2364,204595_s_at,284.6,484.4,292.2,425.3,570.1,558.3,741.9,STC1,8,23841915,23854807
2365,204599_s_at,690.4,732.2,574.6,905.2,991.4,1144.4,840.2,MRPL28,16,366969,371289
2366,204602_at,245.8,188.4,157.7,148.7,265,221.2,322.6,DKK1,10,52314296,52318042
2367,204603_at,323.3,123,216.1,154.7,351.2,594.4,311.1,EXO1,1,241847967,241895148
2368,204604_at,475.1,785.6,824.8,902.4,724.1,744.1,869.8,CDK14,7,90466424,91210590
2369,204605_at,346.4,232,316.9,274.9,397.1,262.5,309.5,CGRRF1,14,54509812,54539309
2370,204606_at,60.6,49,30.7,77.3,96.3,106.7,67.5,CCL21,9,34709005,34710124
2371,204607_at,171.5,93.5,101.3,43.9,65.3,96.3,46.6,HMGCS2,1,119747996,119768905
2372,204608_at,312.5,356.3,394,270.2,218.2,270.3,263.4,ASL,7,66075798,66093558
2373,204610_s_at,41.6,86.3,60.4,86.1,81.8,254.6,134.7,CCDC85B,11,65890112,65891635
2374,204612_at,385.5,412,467.9,490.5,591.6,260.4,499,PKIA,8,78516139,78605267
2375,204613_at,1198,1230.1,1216.2,854.6,1602.4,1393.6,1126.8,PLCG2,16,81739097,81962693
2376,204614_at,443.7,441.1,409.2,423.3,303.9,230.9,354.7,SERPINB2,18,63871692,63903890
2377,204616_at,227.5,90.8,48.7,48,46.1,293.8,117.8,UCHL3,13,75549480,75606020
2378,204618_s_at,329.1,343.9,467.8,461.5,365.2,354.9,472.1,GABPB1,15,50275392,50355408
2379,204620_s_at,1404.1,2218,2707.7,619.2,284.2,451.2,494.1,VCAN,5,83471465,83582303
2380,204623_at,175.9,154.5,240.4,287.8,205.5,163.5,392.5,TFF3,21,42311667,42315651
2381,204624_at,611.4,887,809,649.3,608.7,467.2,971.9,ATP7B,13,51930436,52012125
2382,204628_s_at,695.4,457.8,398.9,377.2,625.8,422.6,612.4,ITGB3,17,47253846,47311816
2383,204630_s_at,364.1,196.2,137.6,206.3,123.9,80.1,172.7,GOSR1,17,30477362,30527592
2384,204631_at,309.9,265.9,186,495,325.9,416.8,327.3,MYH2,17,10521148,10549957
2385,204632_at,1419,1165.5,723.5,1224.2,1327.5,1728.7,1208,RPS6KA4,11,64359148,64372215
2386,204634_at,74.6,128.7,310.7,117.3,284.9,208.7,269.8,NEK4,3,52708449,52770949
2387,204635_at,869.5,1098.3,1570.4,1352.8,1098.5,916,833.1,RPS6KA5,14,90847862,91060636
2388,204636_at,29.1,48.5,25.5,54.8,43.6,64,32.7,COL17A1,10,104031286,104085957
2389,204637_at,100.2,90.4,112.3,220.9,102.5,79.1,231.6,CGA,6,87085498,87095406
2390,204638_at,504.9,466.8,401.5,589.2,414.3,813.6,731.3,ACP5,19,11574660,11579008
2391,204639_at,765.8,935.9,1132.9,1189.6,1172.2,889.5,986.1,ADA,20,44619522,44652233
2392,204641_at,68.7,144.3,166.8,190.1,111.2,88.7,136.6,NEK2,1,211658657,211675630
2393,204642_at,119.4,589.3,393.2,270.8,103,154.9,450.3,S1PR1,1,101236865,101243713
2394,204646_at,394,389.8,496.8,368.7,312.1,199.8,585.3,DPYD,1,97077743,97995000
2395,204647_at,451.5,271.6,283.5,135.4,248,225.4,71.8,HOMER3,19,18929201,18941261
2396,204649_at,386.6,470.3,409.6,346.2,372.2,575.6,678.7,TROAP,12,49323236,49331731
2397,204650_s_at,1125.9,905.5,609.6,1512.6,994.8,1619.4,1420.5,MIR6831,5,140563671,140563751
2398,204651_at,664.4,970.6,1070.7,1040.4,892.1,978.7,825.6,NRF1,7,129611714,129757082
2399,204653_at,502.1,710.4,358.4,563.5,751.6,282.4,426.3,TFAP2A,6,10393186,10419659
2400,204655_at,801.6,2280.1,884.9,1483.8,275.5,1060.9,1784.7,CCL5,17,35871491,35880793
2401,204657_s_at,229.4,314.7,295.2,111.2,154.9,435.3,118,SHB,9,37919134,38069211
2402,204658_at,383.7,495.1,539.3,386.8,564.8,495,676.2,TRA2A,7,23504780,23532041
2403,204659_s_at,163,283.8,436.4,537.9,50.4,708.1,393.6,GFER,16,1984207,1987749
2404,204663_at,106.7,122.3,244.6,151.3,47.9,139.8,269.9,ME3,11,86441108,86672636
2405,204664_at,29.6,29.6,38,46.2,29.8,37.5,28.7,ALPP,2,232378534,232382889
2406,204667_at,168.4,441.8,358.5,430.2,201.4,292.5,202.6,FOXA1,14,37589984,37596059
2407,204668_at,500.6,539.8,530.3,781.5,515.6,309.7,453.4,RNF24,20,3927309,4015582
2408,204670_x_at,4253.5,3688.2,2502.2,1402.6,776.3,784.1,1093.3,HLA-DRB1,CHR_HSCHR6_MHC_MANN_CTG1,32723350,32757450
2409,204673_at,416.4,370.9,421.5,480.8,191.9,213.4,916.1,MUC2,11,1074875,1110511
2410,204675_at,136.8,345.9,286,25.5,76.5,48.7,322.2,SRD5A1,5,6633343,6674386
2411,204677_at,79.9,63,40.9,27,118.4,207.4,64.7,CDH5,16,66366622,66404786
2412,204679_at,87.4,323.2,46.1,306.5,242.9,100.5,390.3,KCNK1,1,233614004,233672512
2413,204681_s_at,28.1,42,179.8,32.4,29.3,107.6,274.1,RAPGEF5,7,22118238,22357144
2414,204682_at,787.4,687.6,617.1,725.6,922.8,662,548.6,LTBP2,14,74498170,74612378
2415,204683_at,748.6,971.7,702.8,749.1,547.4,741.8,711,ICAM2,17,64002594,64020634
2416,204684_at,146.1,191.5,108.8,352.5,160.3,101.5,252,NPTX1,17,80467148,80477843
